country,product,date,price_wo_tax_forecast,price_with_tax_forecast,price_with_tax_lower80,price_with_tax_upper80
ES,fuel_oil_1,2026-10-05,637.6070897133627,653.1070897133627,597.367472720445,708.8467067062804
ES,fuel_oil_1,2026-10-12,637.6070897133627,653.1070897133627,594.8468299127197,711.3673495140057
ES,fuel_oil_1,2026-10-19,637.6070897133627,653.1070897133627,592.4308106451825,713.7833687815429
ES,lpg,2026-08-03,833.2382825098834,1050.0325845594703,1041.3812287555102,1058.6839403634303
ES,lpg,2026-08-10,831.2401790413056,1048.0344810908923,1034.7519079090703,1061.3170542727144
ES,lpg,2026-08-17,829.6560150196759,1046.4503170692628,1029.0692981076302,1063.8313360308953
ES,lpg,2026-08-24,828.4000361943089,1045.1943382438958,1024.0119294566844,1066.376747031107
ES,lpg,2026-08-31,827.4042536943708,1044.1985557439575,1019.4393020675226,1068.9578094203926
ES,lpg,2026-09-07,826.7582748259625,1043.5525768755492,1015.4078738808845,1071.697279870214
ES,lpg,2026-09-14,826.1323404065186,1042.9266424561054,1011.5674944276836,1074.285790484527
ES,lpg,2026-09-21,825.636078424706,1042.4303804742929,1008.01236808872,1076.8483928598657
ES,lpg,2026-09-28,825.2426251380003,1042.036927187587,1004.7025502485304,1079.3713041266437
ES,lpg,2026-10-05,824.7462495526865,1041.5405516022734,1001.4206241140973,1081.6604790904494
ES,lpg,2026-10-12,824.498930530101,1041.2932325796878,998.5079209140129,1084.0785442453628
ES,lpg,2026-10-19,824.3028476427,1041.0971496922868,995.7568662350174,1086.4374331495565
NL,euro95,2026-08-03,1133.5374096247858,2395.473442682637,2372.315521962877,2418.631363402397
NL,euro95,2026-08-10,1138.150897046936,2400.086930104787,2364.2777537643965,2435.896106445178
NL,euro95,2026-08-17,1140.397558847998,2402.333591905849,2356.041739144091,2448.625444667607
NL,euro95,2026-08-24,1141.4916312462701,2403.427664304121,2348.0890556040567,2458.7662730041857
NL,euro95,2026-08-31,1142.02441923069,2403.960452288541,2340.6270578074054,2467.2938467696767
NL,euro95,2026-09-07,1142.2350908198255,2404.1711238776766,2333.6422185120427,2474.7000292433104
NL,euro95,2026-09-14,1142.3614396259557,2404.2974726838065,2327.1961712838365,2481.3987740837774
NL,euro95,2026-09-21,1142.4229685758298,2404.359001633681,2321.1823801775477,2487.535623089814
NL,euro95,2026-09-28,1142.4529317530735,2404.3889648109243,2315.5420458681238,2493.235883753725
NL,euro95,2026-10-05,1141.4433138417787,2403.37934689963,2309.198559458725,2497.5601343405347
NL,euro95,2026-10-12,1141.4504195044124,2403.3864525622635,2304.1560821767325,2502.6168229477944
NL,euro95,2026-10-19,1141.4538797979712,2403.3899128558223,2299.3538282754453,2507.4259974361994
NL,diesel,2026-08-03,1443.3614376420173,2416.6286277246622,2387.8784167816443,2445.3788386676797
NL,diesel,2026-08-10,1454.108242391614,2427.375432474259,2381.890625845166,2472.8602391033514
NL,diesel,2026-08-17,1459.04662363882,2432.3138137214646,2372.8958618845263,2491.7317655584034
NL,diesel,2026-08-24,1461.3159129681592,2434.583103050804,2363.176645292416,2505.989560809192
NL,diesel,2026-08-31,1462.3586988128461,2435.625888895491,2353.664962034258,2517.586815756724
NL,diesel,2026-09-07,1463.1170918573093,2436.3842819399542,2344.9529121700675,2527.815651709841
NL,diesel,2026-09-14,1463.3372859378078,2436.6044760204527,2336.5414862384528,2536.6674658024526
NL,diesel,2026-09-21,1463.438469716914,2436.705659799559,2328.6756392651905,2544.735680333927
NL,diesel,2026-09-28,1463.4849657768034,2436.752155859448,2321.2936861308303,2552.2106255880663
NL,diesel,2026-10-05,1463.4782896379825,2436.7454797206274,2314.3041316291847,2559.1868278120696
NL,diesel,2026-10-12,1463.488107720196,2436.7552978028407,2307.7064969015664,2565.804098704115
NL,diesel,2026-10-19,1463.49261933404,2436.7598094166847,2301.4249482535115,2572.0946705798583
NL,heating_oil,2023-03-06,1900.2909941098492,1900.2909941098492,1856.6797639469728,1943.9022242727256
NL,heating_oil,2023-03-13,1899.3760505149698,1899.3760505149698,1839.7347444095326,1959.017356620407
NL,heating_oil,2023-03-20,1898.9582128549139,1898.9582128549139,1827.507336888505,1970.4090888213227
NL,heating_oil,2023-03-27,1898.7673941955582,1898.7673941955582,1817.4919821522615,1980.0428062388548
NL,heating_oil,2023-04-03,1899.7275209581699,1899.7275209581699,1809.8129381764613,1989.6421037398784
NL,heating_oil,2023-04-10,1899.68772423085,1899.68772423085,1801.9442165125456,1997.4312319491546
NL,heating_oil,2023-04-17,1899.6695498083893,1899.6695498083893,1794.700508944622,2004.6385906721566
NL,heating_oil,2023-04-24,1899.6612498889228,1899.6612498889228,1787.9420770728693,2011.3804227049764
NL,heating_oil,2023-05-01,1901.1769285733112,1901.1769285733112,1783.0967862580414,2019.257070888581
NL,heating_oil,2023-05-08,1901.1751975600398,1901.1751975600398,1777.0613670503585,2025.289028069721
