date,price_with_tax_eur_per_1000l,price_wo_tax_eur_per_1000l,tax_amount_eur_per_1000l,tax_share_of_price
2006-08-07,1143.144224434026,552.3881730283708,590.7560514056552,0.5167817312799181
2006-08-14,1143.7961142963927,553.0160342806829,590.7800800157098,0.5165082068661588
2006-08-21,1133.290866484562,545.0134611697142,588.2774053148478,0.5190877494139422
2006-08-28,1129.3873377132113,541.3833843155461,588.0039533976652,0.5206397608355149
2006-09-04,1123.7727984038918,536.8740184213653,586.8987799825264,0.5222575068698103
2006-09-11,1104.7742094835546,521.4678382954407,583.3063711881139,0.5279869553261841
2006-09-18,1089.7805155903347,507.8932342126858,581.887281377649,0.5339490595153835
2006-09-25,1068.4771223519626,489.77928692781836,578.6978354241443,0.54160994495633
2006-10-02,1059.9968758488303,483.1901647355685,576.8067111132618,0.5441588784413759
2006-10-09,1056.8267501083747,479.6317802603618,577.1949698480129,0.5461585541706085
2006-10-16,1062.0606740942033,483.47675771756974,578.5839163766335,0.5447748235947901
2006-10-23,1060.2756286163474,481.6069875760098,578.6686410403377,0.5457718968750572
2006-10-30,1055.5253586931979,477.303872693987,578.2214859992109,0.5478044475549909
2006-11-06,1049.2837891075894,471.48694762137507,577.7968414862144,0.5506583133030462
2006-11-13,1049.8478962234562,472.41119338762775,577.4367028358286,0.5500193932025781
2006-11-20,1050.3343429827412,473.02083558100134,577.3135074017398,0.5496473682487464
2006-11-27,1047.3073587458468,470.52340624695444,576.7839524988924,0.5507303540668258
2006-12-04,1052.5580057989803,474.50809388028097,578.0499119186993,0.5491858013847994
2006-12-11,1054.153995021598,474.22915491360595,579.9248401079919,0.5501329434283557
2006-12-18,1053.8065611225534,473.26590098762733,580.540660134926,0.5508986957876907
2007-01-08,1020.3694358353885,450.2679214655889,570.1015143697996,0.5587206891424092
2007-01-15,1005.7219730693321,436.38949354335824,569.3324795259739,0.5660933088579596
2007-01-22,998.6770288000433,429.98479516960555,568.6922336304378,0.5694455937509125
2007-01-29,996.4531544731636,429.15159591778735,567.3015585553762,0.5693208516714618
2007-02-05,1002.4665850701948,434.0577287895791,568.4088562806157,0.5670102771962365
2007-02-12,1008.9866709270311,440.17508760248785,568.8115833245433,0.563745389026729
2007-02-19,1007.7872803210312,440.1904959836568,567.5967843373744,0.5632109031546481
2007-02-26,1012.8642596098397,444.042455419139,568.8218041907007,0.5615972710991043
2007-03-05,1024.4133469138749,454.95391968710265,569.4594272267723,0.5558883325195959
2007-03-12,1029.0849257919842,458.6452043980186,570.4397213939656,0.5543174397924009
2007-03-19,1024.592379744625,454.7338665185208,569.8585132261043,0.5561807060951779
2007-03-26,1025.910271183574,455.233332883296,570.6769383002779,0.5562639875336255
2007-04-02,1044.4150453874922,470.7084651385577,573.7065802489345,0.5493089962487868
2007-04-16,1052.0259006999997,477.2829415010831,574.7429591989167,0.5463201607645711
2007-04-23,1055.8102050640173,480.0686789144405,575.7415261495768,0.5453077867481567
2007-04-30,1058.4915345258569,482.81877777688794,575.6727567489689,0.5438614650865745
2007-05-07,1058.0000069899872,482.21502768014005,575.7849793098471,0.5442202036916397
2007-05-14,1057.8635497543837,482.5473100149508,575.3162397394328,0.5438473041943931
2007-05-21,1060.9276837508578,484.9715989695264,575.9560847813314,0.5428796831326588
2007-05-28,1064.8022057364894,487.9979811763383,576.8042245601512,0.5417008167833333
2007-06-04,1067.8493095834879,489.65467271360853,578.1946368698793,0.5414571435134446
2007-06-11,1065.6822642858024,488.126459046162,577.5558052396404,0.5419587287836737
2007-06-18,1075.9740041753723,496.22071626207793,579.7532879132943,0.5388171885784712
2007-06-25,1082.9622208477413,501.65924234931146,581.3029784984299,0.5367712440082968
2007-07-02,1079.2692773293088,497.10994945524953,582.1593278740593,0.539401371004124
2007-07-09,1078.6742109450474,496.5435367147287,582.1306742303187,0.5396723758884554
2007-07-16,1088.3580846830257,504.6249200868378,583.7331645961879,0.5363429305219842
2007-07-23,1086.1003331270592,502.29957503617567,583.8007580908836,0.5375200985437749
2007-07-30,1083.2801481622782,500.6572398887175,582.6229082735607,0.5378321658178141
2007-08-06,1087.5323055008898,504.63412859422857,582.8981769066613,0.5359824015877792
2007-08-13,1080.2855852804867,498.46116961837185,581.8244156621148,0.53858389262044
2007-08-20,1078.8884333954784,497.6698976893273,581.2185357061511,0.538719776498984
2007-08-27,1075.6086278309563,495.04842662131506,580.5602012096413,0.5397504131036802
2007-09-03,1078.9441982648232,497.3004783563887,581.6437199084345,0.5390860072688134
2007-09-10,1089.7760578931197,506.7449306661806,583.0311272269391,0.5350008591252425
2007-09-17,1099.955307184727,516.6769157723458,583.2783914123812,0.5302746280712524
2007-09-24,1110.5455001323137,525.5825164833517,584.962983648962,0.5267348195812488
2007-10-01,1112.1972652278941,524.0844111661444,588.1128540617498,0.5287846611826031
2007-10-08,1106.1477147528324,518.1806498581233,587.9670648947091,0.5315447991736707
2007-10-15,1107.3261214015695,519.5383180305811,587.7878033709884,0.5308172470699157
2007-10-22,1123.070532345965,532.865262881574,590.2052694643909,0.525528230387739
2007-10-29,1132.906233742167,540.8750966725219,592.0311370696451,0.52257734968416
2007-11-05,1150.8068955700542,555.7724613643435,595.0344342057107,0.5170584539389289
2007-11-12,1188.5266110231385,588.272668830929,600.2539421922095,0.5050403891886638
2007-11-19,1191.1780899784762,591.5785253036828,599.5995646747934,0.5033668514551235
2007-11-26,1203.182044388958,602.1098896103144,601.0721547786436,0.4995687540233374
2007-12-03,1203.8024253744813,601.6685357117362,602.1338896627451,0.5001932850197008
2007-12-10,1187.5924690433735,589.3083755998972,598.2840934434763,0.5037789553561287
2007-12-17,1183.8519634989314,585.9390116905191,597.9129518084122,0.5050571948550491
2008-01-07,1219.6201528663237,610.9160208747901,608.7041319915336,0.4990932058321363
2008-01-14,1206.1863638219322,600.5224278076995,605.6639360142327,0.5021313075494577
2008-01-21,1192.4021737154574,588.0868110855588,604.3153626298986,0.5068049823717499
2008-01-28,1185.3724073853527,582.0071577374946,603.3652496478581,0.509009021880927
2008-02-04,1190.655979041648,586.5015615458374,604.1544174958105,0.5074130799578993
2008-02-11,1189.3302262458587,585.1036506085709,604.2265756372879,0.5080393672870313
2008-02-18,1215.926397185697,607.3193215771707,608.6070756085262,0.5005295361768344
2008-02-25,1235.5750609475097,623.9737052345142,611.6013557129954,0.49499328292041156
2008-03-03,1239.2158509564542,628.140862169833,611.0749887866212,0.4931142450405069
2008-03-10,1259.0147069845543,644.4403704446167,614.5743365399376,0.48813912429338857
2008-03-17,1272.7928608054215,657.9989653371653,614.7938954682562,0.4830274543488683
2008-03-31,1255.601798566545,646.3457398373375,609.2560587292076,0.48523031698804775
2008-04-07,1256.5346960953473,646.0237765778674,610.5109195174799,0.4858687320092542
2008-04-14,1279.0514410242063,665.2905657653919,613.7608752588144,0.4798562869116058
2008-04-21,1292.8062905400554,677.0031494784004,615.8031410616551,0.47633055746070835
2008-04-28,1312.9784879404876,692.8101764403382,620.1683115001495,0.4723369934818455
2008-05-05,1326.6729189288324,702.3054382316969,624.3674806971354,0.4706265363442071
2008-05-12,1351.3052925911759,722.7654806649999,628.539811926176,0.4651353142567277
2008-05-19,1397.6282468547852,762.0941630364289,635.5340838183563,0.45472326797097773
2008-05-26,1423.5990226459596,783.8296623534859,639.7693602924737,0.4494027813417377
2008-06-02,1432.5635058721418,790.3360678577906,642.2274380143513,0.4483064348504149
2008-06-09,1422.4709228719767,783.0134805377428,639.4574423342339,0.44953990415717304
2008-06-16,1438.9401229252871,795.950693506078,642.9894294192092,0.44684932970806773
2008-06-23,1435.1647397395936,792.8980276775945,642.2667120619991,0.4475212456644779
2008-06-30,1444.2193658494248,800.4117432326872,643.8076226167376,0.4457824329464513
2008-07-07,1454.2765671992984,808.7106591970237,645.5659080022747,0.4439086227219698
2008-07-14,1456.1882912130698,810.2371533899557,645.9511378231141,0.4435903939901948
2008-07-21,1447.7941466596506,802.7038616347177,645.0902850249329,0.4455676841305683
2008-07-28,1415.2136829056064,775.1937850984428,640.0198978071636,0.4522425874890671
2008-08-04,1393.343653868663,755.8367056548802,637.5069482137828,0.4575374829057602
2008-08-11,1368.3309044877735,734.5081454470425,633.8227590407311,0.4632086850936096
2008-08-18,1342.2744494516405,713.4788578916931,628.7955915599474,0.4684553086865576
2008-08-25,1342.6622294100914,714.0906559410469,628.5715734690446,0.4681531659270792
2008-09-01,1337.8111646761208,711.5900224406811,626.2211422354397,0.4680938227833116
2008-09-08,1324.8859573810366,701.4220888297126,623.463868551324,0.4705792714293341
2008-09-15,1318.714340459426,694.6171646195546,624.0971758398714,0.4732618404850611
2008-09-22,1300.0657194666671,678.5097497720774,621.5559696945897,0.4780958073023985
2008-09-29,1297.5357639969666,677.3546598315489,620.1811041654177,0.4779684085585386
2008-10-06,1295.6035990462544,674.8274817937208,620.7761172525336,0.4791404699010652
2008-10-13,1254.327610134711,641.6221236877298,612.7054864469812,0.48847325172183564
2008-10-20,1207.2630353925972,601.430375196186,605.8326601964112,0.5018232501415044
2008-10-27,1178.8583611549477,581.6850698811586,597.1732912737891,0.5065691612762777
2008-11-03,1165.5695205735997,569.0426432683732,596.5268773052264,0.511790044931566
2008-11-10,1152.5523594802212,560.1158204140612,592.43653906616,0.5140213667458348
2008-11-17,1124.3254693551592,539.44856425733,584.8769050978292,0.5202024867703806
2008-11-24,1091.8212330840804,513.044789553822,578.7764435302583,0.5301018390120347
2008-12-01,1073.5133809642155,496.858139059685,576.6552419045304,0.5371663289251097
2008-12-08,1043.4445511205386,473.5014208044973,569.9431303160413,0.5462131453980841
2008-12-15,997.5512865958295,437.9592793392802,559.5920072565493,0.5609656513663293
2009-01-05,949.0536245260103,396.2428505913879,552.8107739346224,0.5824863418131034
2009-01-12,987.5729039912677,425.96926071979556,561.6036432714722,0.5686705670049833
2009-01-19,983.3769409980227,424.1636909773142,559.2132500207085,0.5686662221845132
2009-01-26,972.0271966808413,416.1718270634541,555.8553696173872,0.5718516637347737
2009-02-02,976.7918302852074,418.511700223262,558.2801300619454,0.571544634949431
2009-02-09,984.4228571581772,422.63766386523906,561.7851932929382,0.5706746742093073
2009-02-16,971.8179589199424,414.9875865972787,556.8303723226636,0.5729780636504319
2009-02-23,955.522688391612,399.63791588388807,555.8847725077239,0.581759888342808
2009-03-02,945.7916685075536,393.0382648812334,552.7534036263203,0.5844346297727042
2009-03-09,938.7473953273376,388.15543923063785,550.5919560966997,0.5865176924455917
2009-03-16,936.6674637582877,385.20296362462176,551.464500133666,0.5887516343537417
2009-03-23,939.2119218355504,388.46522289662323,550.7466989389271,0.5863923637836437
2009-03-30,958.6293281124605,405.1568673609296,553.4724607515309,0.577358155567092
2009-04-06,972.6163297999716,412.220505447286,560.3958243526856,0.5761735714101538
2009-04-20,974.2899689838329,412.1628995013899,562.127069482443,0.5769607482141395
2009-04-27,971.922637525486,411.51062565305705,560.412011872429,0.5766014600701527
2009-05-04,975.6625901810287,413.2212130168189,562.4413771642098,0.5764711928330182
2009-05-11,981.4479859302138,418.1366118814941,563.3113740487197,0.573959478366869
2009-05-18,985.9652091579321,421.4063814658884,564.5588276920437,0.5725950798752906
2009-05-25,983.9669680510344,419.24410486721587,564.7228631838186,0.5739246148703324
2009-06-01,989.544472321159,423.34041834510776,566.2040539760512,0.5721865664591256
2009-06-08,1009.4348423025965,440.91618257346425,568.5186597291322,0.563204910217185
2009-06-15,1033.199377425854,454.9449789731921,578.2543984526619,0.5596735839053092
2009-06-22,1046.460180417243,465.7856436199274,580.6745367973156,0.5548940587168734
2009-06-29,1041.5053039535505,461.7715420825386,579.7337618710119,0.5566306380489322
2009-07-06,1032.9398791051524,454.29057190225734,578.649307202895,0.5601965021470422
2009-07-13,1009.1837767468674,435.04441153406304,574.1393652128043,0.5689145807154756
2009-07-20,1001.6634389684458,427.4985184171612,574.1649205512846,0.5732114183408583
2009-07-27,1023.8913695570322,445.55306363029575,578.3383059267364,0.564843422966778
2009-08-03,1039.4222737061748,457.4985014645404,581.9237722416344,0.5598530904737311
2009-08-10,1049.9079145344404,466.65827089934396,583.2496436350964,0.5555245708322203
2009-08-17,1055.8153666283574,472.73704284040286,583.0783237879546,0.5522540609064612
2009-08-24,1054.196870016595,471.1229656773272,583.0739043392679,0.5530977381199104
2009-08-31,1048.042931316907,466.9711115143558,581.0718198025512,0.5544351308895444
2009-09-07,1043.006312432467,460.066717664437,582.93959476803,0.5589032279282341
2009-09-14,1027.8621031390915,448.17538682654725,579.6867163125441,0.5639732358476692
2009-09-21,1024.9129711992794,447.1666471479685,577.7463240513109,0.5637028121278178
2009-09-28,1012.0795607279172,437.5516195372554,574.5279411906617,0.5676707281564352
2009-10-05,1018.9261709115874,442.89582451797395,576.0303463936134,0.565330799068852
2009-10-12,1014.340228326126,440.32976676549396,574.0104615606319,0.5658953924245611
2009-10-19,1036.552761538415,457.654277360691,578.8984841777241,0.5584843393003395
2009-10-26,1049.2570368966233,468.53027734816243,580.7267595484609,0.5534647270663731
2009-11-02,1058.592686058699,475.937121172664,582.655564886035,0.5504058100527314
2009-11-09,1060.9481112414883,476.9478005470818,584.0003106944065,0.5504513411226376
2009-11-16,1055.3820189230537,471.7414731426179,583.6405457804358,0.5530135394726562
2009-11-23,1054.5238981666766,471.60699411696135,582.9169040497153,0.5527773292413144
2009-11-30,1045.6497185238336,465.1914468572681,580.4582716665655,0.5551173221621587
2009-12-07,1051.8391607532428,469.56788528788604,582.2712754653568,0.5535744410280188
2009-12-14,1044.0223806103402,462.45608761089466,581.5662929994455,0.5570438946523917
2009-12-21,1045.797836771691,463.5302828976949,582.2675538739961,0.5567687495619782
2010-01-04,1072.2797563047204,478.06760560327467,594.2121507014458,0.5541577626618763
2010-01-11,1097.844177427269,499.6203099981125,598.2238674291565,0.5449078108981347
2010-01-18,1100.28462081574,500.02356298342704,600.261057832313,0.5455507115852309
2010-01-25,1090.4816776821876,491.7707027922262,598.7109748899614,0.5490335024816906
2010-02-01,1084.0299983093007,486.4079632319447,597.622035077356,0.5512965840515787
2010-02-08,1084.7733931836217,487.72972123622264,597.043671947399,0.5503856157415324
2010-02-15,1080.9122599000182,482.4693311783325,598.4429287216857,0.5536461662272572
2010-02-22,1092.5698123401812,492.6983699705874,599.8714423695938,0.5490463269204975
2010-03-01,1108.293345252432,507.54630421859235,600.7470410338395,0.5420469622119851
2010-03-08,1118.2432206049255,514.6884485546286,603.5547720502968,0.5397347919746811
2010-03-15,1137.1246029364231,531.2387738967974,605.8858290396257,0.5328227245062087
2010-03-22,1139.5754184730315,532.5216521945573,607.0537662784742,0.5327017031412391
2010-03-29,1152.3946656656383,543.1607730238262,609.2338926418121,0.528667747945458
2010-04-12,1177.5806990124372,561.8772913881375,615.7034076242998,0.5228545339955482
2010-04-19,1181.0614189310133,564.5824049461911,616.4790139848222,0.5219703261010774
2010-04-26,1188.8477629428874,569.4564108237083,619.391352119179,0.5210014027245428
2010-05-03,1201.9496662124582,581.2126098406776,620.7370563717806,0.5164418060265581
2010-05-10,1198.645366591908,578.574679876016,620.070686715892,0.5173095429208812
2010-05-17,1198.4622300991816,577.7064858741237,620.7557442250579,0.5179602065337393
2010-05-24,1175.6283703257848,559.3910841598699,616.2372861659148,0.5241769437693529
2010-05-31,1177.8618593597455,559.4243429830057,618.4375163767398,0.5250509739002043
2010-06-07,1187.1494167417575,565.9338458948522,621.2155708469053,0.523283389678015
2010-06-14,1194.5036674057087,572.0109945874548,622.4926728182539,0.5211308175974203
2010-06-21,1202.4483219194694,578.5342210616891,623.9141008577803,0.5188697838272381
2010-06-28,1205.4528105393058,580.6600730023209,624.7927375369849,0.5183054301872337
2010-07-05,1187.2847169272927,562.6225763636874,624.6621405636054,0.5261266582966203
2010-07-12,1178.754486111715,555.0143841082058,623.7401020035093,0.5291518372591755
2010-07-19,1171.5736043107365,550.4532001906829,621.1204041200536,0.5301590969911557
2010-07-26,1172.4905304010667,549.5655509209274,622.9249794801393,0.5312835910641079
2010-08-02,1173.8280977438455,549.432003840202,624.3960939036435,0.5319314600696329
2010-08-09,1186.0366583764674,559.9645002082328,626.0721581682345,0.5278691461571241
2010-08-16,1178.7279953751054,553.268713288159,625.4592820869464,0.5306222339174248
2010-08-23,1178.6421782109867,552.7314579186269,625.9107202923598,0.5310438841094287
2010-08-30,1174.2352316261913,549.013102967191,625.2221286590003,0.5324504935805188
2010-09-06,1173.9119337207417,550.2711321105062,623.6408016102355,0.5312500739587774
2010-09-13,1181.7280791180601,556.0621377613976,625.6659413566625,0.5294500083501491
2010-09-20,1185.8530492036266,560.0735691200653,625.7794800835613,0.5277040696600737
2010-09-27,1175.8593655226748,552.5570131168774,623.3023524057974,0.5300823981860592
2010-10-04,1177.7115072290849,554.1451212958514,623.5663859332335,0.5294729499589913
2010-10-11,1186.6856058061298,562.411578278872,624.2740275272579,0.5260652227286274
2010-10-18,1187.839409312667,563.299974796327,624.53943451634,0.5257776679405883
2010-10-25,1191.471508122573,567.550222345598,623.921285776975,0.523656068587071
2010-11-08,1200.102736855306,572.6382964114372,627.4644404438687,0.5228422710609324
2010-11-15,1211.554579846685,581.2610235841041,630.293556262581,0.5202353791954968
2010-11-22,1208.4844821035847,579.1864534438524,629.2980286597323,0.520733230735678
2010-11-29,1217.654835637882,586.5104870682346,631.1443485696473,0.5183277970879288
2010-12-06,1238.152107961278,603.683379166801,634.468728794477,0.5124319739996916
2010-12-13,1256.0072487026778,618.3270675968566,637.6801811058211,0.5077042204688524
2010-12-20,1263.0380056423817,624.1626374177797,638.875368224602,0.5058243420788194
2011-01-03,1280.335277295616,632.4721778599005,647.8630994357154,0.5060105043767615
2011-01-10,1296.7727908804352,640.2777812993317,656.4950095811035,0.5062529181657033
2011-01-17,1317.1358704160793,657.2590490586489,659.8768213574305,0.5009937366210954
2011-01-24,1311.1989166671037,653.6066427498672,657.5922739172365,0.5015198423048961
2011-01-31,1303.7401673389454,648.2666024932199,655.4735648457255,0.5027639565509497
2011-02-07,1324.634835424252,663.4870756972688,661.1477597269833,0.49911699590418207
2011-02-14,1333.6124116079175,671.3704646714374,662.2419469364801,0.49657752220378965
2011-02-21,1336.4017637096247,673.9930749840586,662.4086887255661,0.49566582947842863
2011-02-28,1357.5090922237564,692.3906652988301,665.1184269249263,0.489955043936675
2011-03-07,1377.273204453583,709.7416885199405,667.5315159336426,0.4846761802778831
2011-03-14,1387.9881486725249,719.4996698384954,668.4884788340295,0.4816240538317085
2011-03-21,1386.8922299593169,719.1368631387066,667.7553668206102,0.4814760313713764
2011-03-28,1384.8181666395599,718.8469798307647,665.9711868087952,0.48090875961344465
2011-04-04,1387.1850609730834,721.1656898604551,666.0193711126283,0.48012294094735175
2011-04-11,1401.1352767014314,731.7854078255158,669.3498688759156,0.47771966062528
2011-04-18,1405.575560933379,734.7838482191386,670.7917127142404,0.4772363232246284
2011-05-02,1404.3482556101997,734.1655901027435,670.1826655074561,0.47721970873688796
2011-05-09,1374.8335200837478,708.3781560748347,666.4553640089131,0.48475350235009984
2011-05-16,1361.371367679985,696.7865045207545,664.5848631592305,0.4881730870334076
2011-05-23,1364.9541938860843,699.6087154839864,665.3454784020979,0.48744894252299426
2011-05-30,1356.3801395485455,692.2918148504842,664.0883246980612,0.48960339755423943
2011-06-06,1358.6466421368782,695.9385935091874,662.7080486276908,0.4877707183564552
2011-06-13,1367.471298119507,702.6397740908596,664.8315240286474,0.4861758524240309
2011-06-20,1371.676507052132,706.6313460507984,665.0451610013336,0.4848411105549815
2011-06-27,1342.7836954054853,683.322139597475,659.4615558080103,0.49111525412800777
2011-07-04,1339.1198530537272,675.4146398155812,663.705213238146,0.49562793929507765
2011-07-11,1359.8031622361184,691.5213308093289,668.2818314267895,0.4914548296297814
2011-07-18,1373.726222612532,703.2348121239689,670.491410488563,0.48808226810538163
2011-07-25,1383.740725981979,711.7366159887061,672.0041099932729,0.4856430813773885
2011-08-01,1388.7178681882947,715.4209335300881,673.2969346582066,0.48483349287971794
2011-08-08,1371.79878494756,701.2694991110551,670.529285836505,0.48879565516027
2011-08-22,1346.85479842787,681.3695726698037,665.4852257580663,0.49410317024141037
2011-08-29,1347.7406170899596,682.4310651169142,665.3095519730455,0.4936480681346395
2011-09-05,1361.0364632344429,693.2839976569597,667.7524655774831,0.49062055544830807
2011-09-12,1371.2819963964628,701.3125776717479,669.9694187247148,0.48857158519203253
2011-09-19,1376.39147953376,705.3437163124,671.04776322136,0.48754135229656553
2011-09-26,1373.6552175734805,703.4705737592503,670.1846438142302,0.4878841759128544
2011-10-03,1375.9120669796125,704.6053933946711,671.3066735849414,0.4878994012012604
2011-10-10,1375.4149506736085,704.4594147148218,670.9555359587866,0.48782044693507703
2011-10-17,1384.8811129986425,712.6602258683182,672.2208871303243,0.48539970747003985
2011-10-24,1397.543942814638,723.2139964873483,674.3299463272898,0.4825107287640607
2011-10-31,1400.9989119716492,726.170837722124,674.8280742495252,0.4816763728244645
2011-11-07,1406.2507572635423,728.0105822014297,678.2401750621126,0.4823038647686965
2011-11-14,1413.6933594210598,734.8429425602908,678.850416860769,0.48019636814222144
2011-11-21,1425.89007642908,745.4997709378937,680.3903054911863,0.4771688342169531
2011-11-28,1409.781004716399,732.3461568957784,677.4348478206205,0.48052487978932434
2011-12-05,1414.9351200779304,735.9413975751186,678.9937225028118,0.47987622391153517
