country,product,target_date,snapshot_taken_on,horizon_weeks,model_used,price_with_tax_forecast,price_wo_tax_forecast,price_with_tax_lower80,price_with_tax_upper80
BE,euro95,2026-08-03,2026-08-03,0,sarimax,1735.2174007549877,834.994733812839,1676.508043547211,1793.9267579627644
BE,euro95,2026-08-10,2026-08-03,1,sarimax,1735.2581355060006,835.0354685638519,1671.3466192854585,1799.1696517265425
BE,euro95,2026-08-17,2026-08-03,2,sarimax,1735.269622530911,835.0469555887623,1666.5671649546075,1803.9720801072144
BE,euro95,2026-08-24,2026-08-03,3,sarimax,1735.2728618226215,835.0501948804731,1662.097346909682,1808.4483767355607
BE,euro95,2026-08-31,2026-08-03,4,sarimax,1735.273775288978,835.0511083468292,1657.8846155858696,1812.662934992086
BE,euro95,2026-09-07,2026-08-03,5,sarimax,1728.546313525882,828.3236465837334,1647.1617261102217,1809.9309009415424
BE,euro95,2026-09-14,2026-08-03,6,sarimax,1728.5463861661688,828.3237192240202,1643.353639896136,1813.739132436201
BE,euro95,2026-09-21,2026-08-03,7,sarimax,1728.5464066504178,828.3237397082693,1639.708619473493,1817.3841938273429
BE,euro95,2026-09-28,2026-08-03,8,sarimax,1728.5464124268883,828.3237454847396,1636.207365620146,1820.8854592336304
BE,euro95,2026-10-05,2026-08-05,9,sarimax,1851.1432775137207,923.2492056128953,1766.105032109267,1936.181522918176
BE,euro95,2026-10-12,2026-08-05,10,sarimax,1851.143157972573,923.2490860717468,1762.5026683418173,1939.7836476033287
BE,euro95,2026-10-19,2026-08-05,11,sarimax,1851.143120502688,923.2490486018615,1759.0411876423195,1943.2450533630567
BE,fuel_oil_1,2026-07-13,2026-08-03,-3,sarimax,454.69918066623234,438.3491806662323,433.5267919548569,475.8715693776078
BE,fuel_oil_1,2026-07-20,2026-08-03,-2,sarimax,454.69918066623234,438.3491806662323,426.1082897665675,483.2900715658972
BE,fuel_oil_1,2026-07-27,2026-08-03,-1,sarimax,454.69918066623234,438.3491806662323,420.25200311672194,489.14635821574274
BE,fuel_oil_1,2026-08-03,2026-08-03,0,sarimax,456.6790460717127,440.3290460717127,417.2357064588142,496.1223856846112
BE,fuel_oil_1,2026-08-10,2026-08-03,1,sarimax,456.6790460717127,440.3290460717127,412.8048390873192,500.5532530561063
BE,fuel_oil_1,2026-08-17,2026-08-03,2,sarimax,456.6790460717127,440.3290460717127,408.78212511430286,504.5759670291226
BE,fuel_oil_1,2026-08-24,2026-08-03,3,sarimax,456.6790460717127,440.3290460717127,405.0720306969468,508.2860614464786
BE,fuel_oil_1,2026-08-31,2026-08-03,4,sarimax,456.6790460717127,440.3290460717127,401.6113328943682,511.7467592490572
BE,fuel_oil_1,2026-09-07,2026-08-03,5,sarimax,457.9262885359741,441.576288535974,399.60286242542014,516.249714646528
BE,fuel_oil_1,2026-09-14,2026-08-03,6,sarimax,457.9262885359741,441.576288535974,396.51952154760215,519.3330555243459
BE,fuel_oil_1,2026-09-21,2026-08-03,7,sarimax,457.9262885359741,441.576288535974,393.5837673648608,522.2688097070873
BE,fuel_oil_1,2026-09-28,2026-08-03,8,sarimax,457.9262885359741,441.576288535974,390.7762399183736,525.0763371535745
BE,fuel_oil_1,2026-10-05,2026-08-05,9,sarimax,561.8680548256428,545.5180548256428,499.2608686112184,624.4752410400673
BE,fuel_oil_1,2026-10-12,2026-08-05,10,sarimax,561.8680548256428,545.5180548256428,496.2574194632143,627.4786901880714
BE,fuel_oil_1,2026-10-19,2026-08-05,11,sarimax,561.8680548256428,545.5180548256428,493.38556670177655,630.3505429495091
BE,heating_oil,2026-07-13,2026-08-03,-3,gbm,995.45193349775,801.2575169688243,932.467865872732,1081.285143353188
BE,heating_oil,2026-07-20,2026-08-03,-2,gbm,994.7322548715224,800.5378383425968,932.467865872732,1080.1562082351295
BE,heating_oil,2026-07-27,2026-08-03,-1,gbm,988.6641757012488,794.4697591723233,932.467865872732,1077.911119329945
BE,heating_oil,2026-08-03,2026-08-03,0,gbm,993.0996556555332,798.9052391266075,932.3274501297602,1075.4054528910926
BE,heating_oil,2026-08-10,2026-08-03,1,gbm,989.2118126774068,795.0173961484813,932.1855857921744,1074.379013865374
BE,heating_oil,2026-08-17,2026-08-03,2,gbm,990.47954188086,796.2851253519345,931.129461316931,1071.0515263333818
BE,heating_oil,2026-08-24,2026-08-03,3,gbm,987.8040970224458,793.6096804935203,929.7128643389324,1070.4557219762537
BE,heating_oil,2026-08-31,2026-08-03,4,gbm,987.7629897965268,793.5685732676011,926.4303282333996,1068.5835928126014
BE,heating_oil,2026-09-07,2026-08-03,5,gbm,999.8524387404204,805.6580222114949,925.974519722452,1072.4892415308548
BE,heating_oil,2026-09-14,2026-08-03,6,gbm,999.0345067433924,804.8400902144668,925.3728516411132,1072.40796084227
BE,heating_oil,2026-09-21,2026-08-03,7,gbm,995.5321396733576,801.3377231444322,925.3728516411132,1072.40796084227
BE,heating_oil,2026-09-28,2026-08-03,8,gbm,995.5321396733576,801.3377231444322,925.3728516411132,1072.1126918523491
BE,heating_oil,2026-10-05,2026-08-05,9,gbm,1225.178001064192,971.2290390807208,1053.1423377016934,1251.2720076268474
BE,heating_oil,2026-10-12,2026-08-05,10,gbm,1223.2455567854415,969.2965948019709,1053.7091542475623,1251.1996738784412
BE,heating_oil,2026-10-19,2026-08-05,11,gbm,1222.0412165414073,968.0922545579364,1052.4587869318088,1251.159743761341
BE,lpg,2026-07-13,2026-08-03,-3,sarimax,792.1286314989269,654.326978606365,773.3717143105539,810.8855486872999
BE,lpg,2026-07-20,2026-08-03,-2,sarimax,791.0796282612612,653.2779753686992,762.3616717880536,819.7975847344687
BE,lpg,2026-07-27,2026-08-03,-1,sarimax,790.4916052225052,652.6899523299433,753.4334423164311,827.5497681285793
BE,lpg,2026-08-03,2026-08-03,0,sarimax,791.8955180654855,654.0938651729235,747.5471587458627,836.2438773851082
BE,lpg,2026-08-10,2026-08-03,1,sarimax,791.7107489545864,653.9090960620244,740.8562728268516,842.5652250823211
BE,lpg,2026-08-17,2026-08-03,2,sarimax,791.6071758766797,653.8055229841177,734.8589874670405,848.3553642863188
BE,lpg,2026-08-24,2026-08-03,3,sarimax,791.5491175658783,653.7474646733164,729.3969147244535,853.7013204073031
BE,lpg,2026-08-31,2026-08-03,4,sarimax,791.5165727432156,653.7149198506537,724.3589515439927,858.6741939424386
BE,lpg,2026-09-07,2026-08-03,5,sarimax,794.3450830966623,656.5434302041003,722.511638415168,866.1785277781565
BE,lpg,2026-09-14,2026-08-03,6,sarimax,794.3348568341668,656.5332039416048,718.1021333324567,870.5675803358769
BE,lpg,2026-09-21,2026-08-03,7,sarimax,794.3291244610607,656.5274715684988,713.9323173673494,874.725931554772
BE,lpg,2026-09-28,2026-08-03,8,sarimax,794.3259111559611,656.5242582633991,709.9675515155966,878.6842707963256
BE,lpg,2026-10-05,2026-08-05,9,sarimax,824.2526893606467,682.6328546499029,748.3229623518357,900.1824163694578
BE,lpg,2026-10-12,2026-08-05,10,sarimax,824.2532404570878,682.633405746344,744.1923875612055,904.3140933529702
BE,lpg,2026-10-19,2026-08-05,11,sarimax,824.2535443547844,682.6337096440406,740.2621716988322,908.2449170107366
CZ,diesel,2026-07-13,2026-08-03,-3,gbm,1456.334121418993,869.6438169130354,1392.8755778740583,1493.2430162143642
CZ,diesel,2026-07-20,2026-08-03,-2,gbm,1455.2971904707583,868.6068859648009,1392.8755778740583,1492.0320175766806
CZ,diesel,2026-07-27,2026-08-03,-1,gbm,1453.0129165227631,866.3226120168056,1392.8755778740583,1492.0320175766806
CZ,diesel,2026-08-03,2026-08-03,0,gbm,1459.8518084642333,873.1615039582758,1393.6184480579643,1497.023700427625
CZ,diesel,2026-08-10,2026-08-03,1,gbm,1459.8518084642333,873.1615039582758,1393.6184480579643,1497.023700427625
CZ,diesel,2026-08-17,2026-08-03,2,gbm,1459.5350679929902,872.8447634870327,1393.6184480579643,1497.4694676722702
CZ,diesel,2026-08-24,2026-08-03,3,gbm,1460.0019648220564,873.3116603160989,1393.6184480579643,1496.4121118908142
CZ,diesel,2026-08-31,2026-08-03,4,gbm,1459.0283944978987,872.3380899919413,1393.6184480579643,1496.577168870779
CZ,diesel,2026-09-07,2026-08-03,5,gbm,1468.2692377181422,881.5789332121847,1399.82577500943,1497.291727668989
CZ,diesel,2026-09-14,2026-08-03,6,gbm,1468.9996944780446,882.3093899720872,1399.4930132856675,1496.2593648834118
CZ,diesel,2026-09-21,2026-08-03,7,gbm,1468.4491201339,881.7588156279427,1397.589328447854,1496.901819858621
CZ,diesel,2026-09-28,2026-08-03,8,gbm,1466.4357277729036,879.7454232669461,1396.46837591631,1497.6897658625644
CZ,diesel,2026-10-05,2026-08-05,9,gbm,1716.4611662425114,989.6496285652372,1587.3010185044382,1773.1863984195743
CZ,diesel,2026-10-12,2026-08-05,10,gbm,1716.0197640783497,989.2082264010754,1587.801760420781,1773.568126872838
CZ,diesel,2026-10-19,2026-08-05,11,gbm,1714.9084052278763,988.0968675506022,1587.8293110428908,1774.1572226304286
CZ,euro95,2026-07-13,2026-08-03,-3,sarimax,1626.9453162055124,814.1456451829283,1611.2406587419568,1642.6499736690675
CZ,euro95,2026-07-20,2026-08-03,-2,sarimax,1629.7584061693506,816.9587351467666,1601.4302236905114,1658.0865886481895
CZ,euro95,2026-07-27,2026-08-03,-1,sarimax,1631.0234163901373,818.2237453675533,1591.8088732290842,1670.2379595511904
CZ,euro95,2026-08-03,2026-08-03,0,sarimax,1631.913169178495,819.1134981559112,1583.3133995258572,1680.512938831133
CZ,euro95,2026-08-10,2026-08-03,1,sarimax,1632.1689776134835,819.3693065908997,1575.356064293368,1688.9818909335995
CZ,euro95,2026-08-17,2026-08-03,2,sarimax,1632.284011362487,819.4843403399029,1568.1550539481118,1696.4129687768618
CZ,euro95,2026-08-24,2026-08-03,3,sarimax,1632.3357405535526,819.5360695309687,1561.58284821581,1703.0886328912952
CZ,euro95,2026-08-31,2026-08-03,4,sarimax,1632.3590025026024,819.5593314800184,1555.5259629377997,1709.192042067405
CZ,euro95,2026-09-07,2026-08-03,5,sarimax,1631.2704449083772,818.4707738857933,1548.7936922663216,1713.7471975504327
CZ,euro95,2026-09-14,2026-08-03,6,sarimax,1631.2751489041898,818.4754778816057,1543.5123831838569,1719.0379146245227
CZ,euro95,2026-09-21,2026-08-03,7,sarimax,1631.2772642303462,818.4775932077623,1538.5273502865998,1724.0271781740926
CZ,euro95,2026-09-28,2026-08-03,8,sarimax,1631.278215465196,818.4785444426118,1533.795141220998,1728.7612897093936
CZ,euro95,2026-10-05,2026-08-05,9,sarimax,1758.7796354338427,924.1766621978928,1669.7919217363392,1847.7673491313465
CZ,euro95,2026-10-12,2026-08-05,10,sarimax,1758.7829166683623,924.1799434324124,1664.723485417014,1852.8423479197104
CZ,euro95,2026-10-19,2026-08-05,11,sarimax,1758.784411527159,924.1814382912088,1659.9121345030726,1857.6566885512448
CZ,fuel_oil_1,2019-12-23,2026-08-03,-345,sarimax,339.2710598167418,320.74105981674177,328.60974870855114,349.93237092493246
CZ,fuel_oil_1,2019-12-30,2026-08-03,-344,sarimax,339.2710598167418,320.74105981674177,323.762626871118,354.77949276236563
CZ,fuel_oil_1,2020-01-06,2026-08-03,-343,sarimax,338.9749014855458,320.44490148554576,319.8082786658576,358.141524305234
CZ,fuel_oil_1,2020-01-13,2026-08-03,-342,sarimax,338.9749014855458,320.44490148554576,316.74412623600773,361.20567673508384
CZ,fuel_oil_1,2020-01-20,2026-08-03,-341,sarimax,338.9749014855458,320.44490148554576,314.05392024325204,363.89588272783953
CZ,fuel_oil_1,2020-01-27,2026-08-03,-340,sarimax,338.9749014855458,320.44490148554576,311.6270817559579,366.3227212151337
CZ,fuel_oil_1,2020-02-03,2026-08-03,-339,sarimax,339.1016309072442,320.5716309072442,309.525438085224,368.6778237292645
CZ,fuel_oil_1,2020-02-10,2026-08-03,-338,sarimax,339.1016309072442,320.5716309072442,307.4535801026749,370.7496817118136
CZ,fuel_oil_1,2020-02-17,2026-08-03,-337,sarimax,339.1016309072442,320.5716309072442,305.50926484571346,372.69399696877497
CZ,fuel_oil_1,2020-02-24,2026-08-03,-336,sarimax,339.1016309072442,320.5716309072442,303.6714884365292,374.53177337795927
CZ,fuel_oil_1,2020-03-02,2026-08-03,-335,sarimax,339.6172910356356,321.0872910356356,302.4401080684116,376.79447400285954
CZ,fuel_oil_1,2020-03-09,2026-08-03,-334,sarimax,339.6172910356356,321.0872910356356,300.77155933623607,378.4630227350351
CZ,fuel_oil_2,2008-12-01,2026-08-03,-922,sarimax,303.6543936025464,285.0543936025464,294.5712702787681,312.7375169263247
CZ,fuel_oil_2,2008-12-08,2026-08-03,-921,sarimax,303.6543936025464,285.0543936025464,291.36291071444595,315.94587649064687
CZ,fuel_oil_2,2008-12-15,2026-08-03,-920,sarimax,303.6543936025464,285.0543936025464,288.8335308118056,318.4752563932873
CZ,fuel_oil_2,2008-12-22,2026-08-03,-919,sarimax,303.6543936025464,285.0543936025464,286.6768968455016,320.63189035959124
CZ,fuel_oil_2,2008-12-29,2026-08-03,-918,sarimax,303.6543936025464,285.0543936025464,284.7649039744763,322.54388323061653
CZ,fuel_oil_2,2009-01-05,2026-08-03,-917,sarimax,299.81609410968355,281.2160941096835,279.1911034264742,320.44108479289287
CZ,fuel_oil_2,2009-01-12,2026-08-03,-916,sarimax,299.81609410968355,281.2160941096835,277.5907108068928,322.0414774124743
CZ,fuel_oil_2,2009-01-19,2026-08-03,-915,sarimax,299.81609410968355,281.2160941096835,276.09806119737243,323.53412702199466
CZ,fuel_oil_2,2009-01-26,2026-08-03,-914,sarimax,299.81609410968355,281.2160941096835,274.6939423805228,324.9382458388443
CZ,fuel_oil_2,2009-02-02,2026-08-03,-913,sarimax,297.2450787954341,278.64507879543413,270.7932370868409,323.6969205040274
CZ,fuel_oil_2,2009-02-09,2026-08-03,-912,sarimax,297.2450787954341,278.64507879543413,269.5272622860124,324.9628953048559
CZ,fuel_oil_2,2009-02-16,2026-08-03,-911,sarimax,297.2450787954341,278.64507879543413,268.3166364881913,326.17352110267694
CZ,heating_oil,2026-07-13,2026-08-03,-3,gbm,1079.5707115055018,797.7850955777398,1010.012563137192,1105.1939072152802
CZ,heating_oil,2026-07-20,2026-08-03,-2,gbm,1079.5707115055018,797.7850955777398,1010.012563137192,1104.9737051738884
CZ,heating_oil,2026-07-27,2026-08-03,-1,gbm,1073.521481290616,791.7358653628539,1010.012563137192,1104.450223245423
CZ,heating_oil,2026-08-03,2026-08-03,0,gbm,1079.609702834856,797.824086907094,1008.1407792831928,1101.8852471431053
CZ,heating_oil,2026-08-10,2026-08-03,1,gbm,1079.1060575351212,797.320441607359,1006.910018929114,1101.8852471431053
CZ,heating_oil,2026-08-17,2026-08-03,2,gbm,1079.1060575351212,797.320441607359,1006.5189151908858,1101.8852471431053
CZ,heating_oil,2026-08-24,2026-08-03,3,gbm,1078.9004111673032,797.1147952395412,1005.139282345076,1101.8167095721976
CZ,heating_oil,2026-08-31,2026-08-03,4,gbm,1078.9004111673032,797.1147952395412,1000.7593342002097,1100.3994649902454
CZ,heating_oil,2026-09-07,2026-08-03,5,gbm,1089.9372908291148,808.1516749013527,1001.6649194855062,1106.916999460284
CZ,heating_oil,2026-09-14,2026-08-03,6,gbm,1085.0457885670958,803.2601726393337,1000.9909488538884,1105.0530272676197
CZ,heating_oil,2026-09-21,2026-08-03,7,gbm,1084.6458332408,802.860217313038,1000.370191775477,1104.6458233718718
CZ,heating_oil,2026-09-28,2026-08-03,8,gbm,1084.2476573683598,802.4620414405977,1000.2759436501018,1104.9481279623683
CZ,heating_oil,2026-10-05,2026-08-05,9,gbm,1230.9115198408672,905.1007396367122,1106.285974682097,1253.4354230934534
CZ,heating_oil,2026-10-12,2026-08-05,10,gbm,1230.387731308059,904.576951103904,1106.7106159083582,1253.3900023046126
CZ,heating_oil,2026-10-19,2026-08-05,11,gbm,1230.387731308059,904.576951103904,1106.7708551408896,1253.336852273444
CZ,lpg,2026-07-13,2026-08-03,-3,sarimax,914.0541344182274,665.9714302621848,901.5882029363676,926.5200659000872
CZ,lpg,2026-07-20,2026-08-03,-2,sarimax,913.9681293539892,665.8854251979465,895.7818133167152,932.1544453912628
CZ,lpg,2026-07-27,2026-08-03,-1,sarimax,913.9255269446188,665.8428227885761,891.2008855383474,936.65016835089
CZ,lpg,2026-08-03,2026-08-03,0,sarimax,913.7344940492836,665.6517898932411,887.1393778400708,940.3296102584968
CZ,lpg,2026-08-10,2026-08-03,1,sarimax,913.7240407247294,665.6413365686868,883.7106196713265,943.7374617781325
CZ,lpg,2026-08-17,2026-08-03,2,sarimax,913.7188626946228,665.6361585385803,880.6188282232663,946.8188971659796
CZ,lpg,2026-08-24,2026-08-03,3,sarimax,913.7162977694028,665.6335936133601,877.7848981052481,949.6476974335573
CZ,lpg,2026-08-31,2026-08-03,4,sarimax,913.7150272396356,665.6323230835931,875.1554726309657,952.2745818483056
CZ,lpg,2026-09-07,2026-08-03,5,sarimax,914.7124433536828,666.6297391976402,873.6908403585505,955.7340463488152
CZ,lpg,2026-09-14,2026-08-03,6,sarimax,914.7121316046478,666.6294274486052,871.3671976093119,958.0570655999836
CZ,lpg,2026-09-21,2026-08-03,7,sarimax,914.7119771804852,666.6292730244427,869.1616347178999,960.2623196430708
CZ,lpg,2026-09-28,2026-08-03,8,sarimax,914.7119006868342,666.6291965307915,867.0579038329774,962.3658975406908
CZ,lpg,2026-10-05,2026-08-05,9,sarimax,915.9332907722804,668.0199342015603,872.6460703389242,959.2205112056366
CZ,lpg,2026-10-12,2026-08-05,10,sarimax,915.9332796895012,668.0199231187812,870.4434675149079,961.4230918640948
CZ,lpg,2026-10-19,2026-08-05,11,sarimax,915.933274197139,668.0199176264189,868.3424984122175,963.5240499820604
DE,diesel,2026-07-13,2026-08-03,-3,gbm,1791.7180029805363,992.0860702074272,1696.4030043805851,1850.955995192637
DE,diesel,2026-07-20,2026-08-03,-2,gbm,1791.8143949627222,992.182462189613,1696.4030043805851,1849.6187281634568
DE,diesel,2026-07-27,2026-08-03,-1,gbm,1785.848320257017,986.2163874839076,1694.936443506456,1847.751690033636
DE,diesel,2026-08-03,2026-08-03,0,gbm,1786.6591194250518,987.0271866519428,1718.087354439364,1830.44298753376
DE,diesel,2026-08-10,2026-08-03,1,gbm,1783.859117169627,984.227184396518,1712.972452564602,1813.972952081846
DE,diesel,2026-08-17,2026-08-03,2,gbm,1779.3639674242763,979.7320346511672,1710.3815737404416,1804.446345254927
DE,diesel,2026-08-24,2026-08-03,3,gbm,1780.849306497842,981.217373724733,1708.9245444371354,1804.446345254927
DE,diesel,2026-08-31,2026-08-03,4,gbm,1777.060251267401,977.4283184942924,1706.2085003479428,1803.6776726205944
DE,diesel,2026-09-07,2026-08-03,5,gbm,1779.0813643471029,979.4494315739938,1705.0323090862266,1805.307331794307
DE,diesel,2026-09-14,2026-08-03,6,gbm,1779.169068270241,979.5371354971318,1701.1289107127914,1804.7309233616736
DE,diesel,2026-09-21,2026-08-03,7,gbm,1779.169068270241,979.5371354971318,1697.2252408922643,1804.5555691350528
DE,diesel,2026-09-28,2026-08-03,8,gbm,1779.169068270241,979.5371354971318,1695.7399279726994,1804.6267606972483
DE,diesel,2026-10-05,2026-08-05,9,gbm,2097.8927090204884,1116.6674989364546,1987.729753517608,2160.7105750474484
DE,diesel,2026-10-12,2026-08-05,10,gbm,2097.303550341172,1116.0783402571385,1983.9304126660209,2160.9226463443874
DE,diesel,2026-10-19,2026-08-05,11,gbm,2097.303550341172,1116.0783402571385,1981.7077230984407,2161.742703394195
DE,euro95,2026-07-13,2026-08-03,-3,sarimax,2059.222152361083,1068.3339170669651,2030.1288081514017,2088.315496570764
DE,euro95,2026-07-20,2026-08-03,-2,sarimax,2059.222152361083,1068.3339170669651,2017.886726114352,2100.5575786078143
DE,euro95,2026-07-27,2026-08-03,-1,sarimax,2059.222152361083,1068.3339170669651,2008.518974465659,2109.925330256506
DE,euro95,2026-08-03,2026-08-03,0,sarimax,2058.5503832976747,1067.662148003557,1999.958514967752,2117.142251627597
DE,euro95,2026-08-10,2026-08-03,1,sarimax,2058.5503832976747,1067.662148003557,1993.0125940453129,2124.088172550036
DE,euro95,2026-08-17,2026-08-03,2,sarimax,2058.5503832976747,1067.662148003557,1986.7353667218704,2130.3653998734785
DE,euro95,2026-08-24,2026-08-03,3,sarimax,2058.5503832976747,1067.662148003557,1980.964357548968,2136.136409046381
DE,euro95,2026-08-31,2026-08-03,4,sarimax,2058.5503832976747,1067.662148003557,1975.5938514440888,2141.5069151512603
DE,euro95,2026-09-07,2026-08-03,5,sarimax,2056.6339844238314,1065.745749129714,1968.634092589404,2144.6338762582595
DE,euro95,2026-09-14,2026-08-03,6,sarimax,2056.6339844238314,1065.745749129714,1963.8645080398016,2149.403460807861
DE,euro95,2026-09-21,2026-08-03,7,sarimax,2056.6339844238314,1065.745749129714,1959.328431990977,2153.939536856686
DE,euro95,2026-09-28,2026-08-03,8,sarimax,2056.6339844238314,1065.745749129714,1954.9945957993468,2158.273373048316
DE,euro95,2026-10-05,2026-08-05,9,sarimax,2184.238025356998,1031.7144959452337,2092.73111247011,2275.744938243887
DE,euro95,2026-10-12,2026-08-05,10,sarimax,2184.238025356998,1031.7144959452337,2088.2595140053413,2280.2165367086554
DE,euro95,2026-10-19,2026-08-05,11,sarimax,2184.238025356998,1031.7144959452337,2083.987169118901,2284.488881595096
DE,fuel_oil_1,2009-12-28,2026-08-03,-866,sarimax,346.8296621611487,321.8296621611487,334.7263239460173,358.93300037628006
DE,fuel_oil_1,2010-01-04,2026-08-03,-865,sarimax,344.5471309940028,319.5471309940028,325.8675009042849,363.2267610837207
DE,fuel_oil_1,2010-01-11,2026-08-03,-864,sarimax,344.1733706518336,319.1733706518336,319.536089687898,368.8106516157692
DE,fuel_oil_1,2010-01-18,2026-08-03,-863,sarimax,343.85032927407354,318.85032927407354,313.54229385978937,374.1583646883577
DE,fuel_oil_1,2010-01-25,2026-08-03,-862,sarimax,343.5711243398651,318.5711243398651,307.7874664580926,379.3547822216376
DE,fuel_oil_1,2010-02-01,2026-08-03,-861,sarimax,342.1777463603216,317.1777463603216,301.0817592282499,383.27373349239326
DE,fuel_oil_1,2010-02-08,2026-08-03,-860,sarimax,341.9691758232927,316.9691758232927,295.7116372608931,388.2267143856923
DE,fuel_oil_1,2010-02-15,2026-08-03,-859,sarimax,341.7889081329034,316.7889081329034,290.5147591948381,393.0630570709686
DE,fuel_oil_1,2010-02-22,2026-08-03,-858,sarimax,341.63310261664395,316.63310261664395,285.483579383476,397.7826258498119
DE,fuel_oil_1,2010-03-01,2026-08-03,-857,sarimax,341.3531004832733,316.3531004832733,280.4661491175966,402.24005184895
DE,fuel_oil_1,2010-03-08,2026-08-03,-856,sarimax,341.2367112787257,316.2367112787257,275.7467842417667,406.7266383156848
DE,fuel_oil_1,2010-03-15,2026-08-03,-855,sarimax,341.1361159914482,316.1361159914482,271.1737967018032,411.09843528109326
DE,heating_oil,2026-07-13,2026-08-03,-3,sarimax,1162.5002698318806,741.44732865541,1122.3639025969617,1202.6366370667995
DE,heating_oil,2026-07-20,2026-08-03,-2,sarimax,1162.1318121542777,741.0788709778071,1110.6179809083724,1213.645643400183
DE,heating_oil,2026-07-27,2026-08-03,-1,sarimax,1161.9809212927782,740.9279801163077,1102.8263539390116,1221.135488646545
DE,heating_oil,2026-08-03,2026-08-03,0,sarimax,1165.3697808958832,744.3168397194128,1100.0240252756846,1230.715536516082
DE,heating_oil,2026-08-10,2026-08-03,1,sarimax,1165.3444754733346,744.2915342968641,1094.554316336938,1236.1346346097314
DE,heating_oil,2026-08-17,2026-08-03,2,sarimax,1165.334112391654,744.2811712151832,1089.568285273509,1241.0999395097983
DE,heating_oil,2026-08-24,2026-08-03,3,sarimax,1165.32986850038,744.2769273239097,1084.9258716520949,1245.7338653486656
DE,heating_oil,2026-08-31,2026-08-03,4,sarimax,1165.328130541181,744.2751893647104,1080.5510435391705,1250.1052175431914
DE,heating_oil,2026-09-07,2026-08-03,5,sarimax,1168.191019770522,747.1380785940515,1079.260193046151,1257.1218464948931
DE,heating_oil,2026-09-14,2026-08-03,6,sarimax,1168.1907283029575,747.137787126487,1075.2934944402032,1261.0879621657118
DE,heating_oil,2026-09-21,2026-08-03,7,sarimax,1168.1906089411025,747.1376677646319,1071.4902279283774,1264.8909899538276
DE,heating_oil,2026-09-28,2026-08-03,8,sarimax,1168.190560060012,747.1376188835413,1067.8313281704554,1268.5497919495683
DE,heating_oil,2026-10-05,2026-08-05,9,sarimax,1302.6328516317826,857.4387339847237,1208.9282380266995,1396.3374652368657
DE,heating_oil,2026-10-12,2026-08-05,10,sarimax,1302.6297577614923,857.4356401144335,1205.1277459729747,1400.13176955001
DE,heating_oil,2026-10-19,2026-08-05,11,sarimax,1302.628392397047,857.4342747499883,1201.4719960729458,1403.7847887211483
DE,lpg,2026-07-13,2026-08-03,-3,sarimax,1107.012236216156,609.1445891573325,1094.0060702063142,1120.0184022259978
DE,lpg,2026-07-20,2026-08-03,-2,sarimax,1106.438350710898,608.5707036520745,1087.5534778089343,1125.3232236128615
DE,lpg,2026-07-27,2026-08-03,-1,sarimax,1105.991941466696,608.1242944078726,1082.348415420676,1129.6354675127163
DE,lpg,2026-08-03,2026-08-03,0,sarimax,1106.2709845008062,608.4033374419827,1078.4613047847351,1134.0806642168773
DE,lpg,2026-08-10,2026-08-03,1,sarimax,1106.000869299067,608.1332222402435,1074.4208018839986,1137.5809367141355
DE,lpg,2026-08-17,2026-08-03,2,sarimax,1105.7907543511358,607.9231072923122,1070.73645330174,1140.8450554005317
DE,lpg,2026-08-24,2026-08-03,3,sarimax,1105.6273118974718,607.7596648386484,1067.3351235256032,1143.9195002693405
DE,lpg,2026-08-31,2026-08-03,4,sarimax,1105.5001746522512,607.6325275934278,1064.1663243370376,1146.8340249674648
DE,lpg,2026-09-07,2026-08-03,5,sarimax,1106.1432769969983,608.2756299381747,1061.934944005785,1150.3516099882115
DE,lpg,2026-09-14,2026-08-03,6,sarimax,1106.0663482526063,608.1987011937829,1059.128527197474,1153.0041693077387
DE,lpg,2026-09-21,2026-08-03,7,sarimax,1106.0065075660468,608.1388605072232,1056.4665911156612,1155.5464240164322
DE,lpg,2026-09-28,2026-08-03,8,sarimax,1105.959959194612,608.0923121357886,1053.9309848325684,1157.988933556656
DE,lpg,2026-10-05,2026-08-05,9,sarimax,1091.8531314856405,596.3804424100102,1044.8958220238185,1138.810440947463
DE,lpg,2026-10-12,2026-08-05,10,sarimax,1091.7948730731923,596.322183997562,1042.2292931481702,1141.360452998214
DE,lpg,2026-10-19,2026-08-05,11,sarimax,1091.7494658734954,596.2767767978653,1039.6887010770338,1143.8102306699575
ES,diesel,2026-07-13,2026-08-03,-3,gbm,1502.4234719012818,1010.299461835738,1436.8342785662453,1552.0506009421497
ES,diesel,2026-07-20,2026-08-03,-2,gbm,1501.3696917313785,1009.2456816658348,1436.8342785662453,1551.8871251840587
ES,diesel,2026-07-27,2026-08-03,-1,gbm,1497.8643883152845,1005.7403782497404,1436.8342785662453,1550.5980621273789
ES,diesel,2026-08-03,2026-08-03,0,gbm,1494.0629990430782,1001.9389889775346,1442.360823859649,1549.0642694285225
ES,diesel,2026-08-10,2026-08-03,1,gbm,1490.7001894052585,998.5761793397148,1442.360823859649,1544.863359008811
ES,diesel,2026-08-17,2026-08-03,2,gbm,1486.6544772414002,994.5304671758564,1442.082804211102,1543.7165164090334
ES,diesel,2026-08-24,2026-08-03,3,gbm,1485.3865910516197,993.262580986076,1440.951753361412,1540.7541357495031
